restaurant name,locality,feature,review,sentiment
sushi & more,Cumballa Hill,quality,"the nori needs to be wet in order to stick to itself and roll it over the woody mushroom.Add wasabi , ginger & ur good to be a mouthful ! In all their sushi is their main ingriedent akitakmoachi rice which shines.Mains1 ) : Katsu Curry Bowls : ( japanese veg curry , veggie tempura , japanese rice , scallion , togarashi , with marinated tofuJapanese Chilli Pepper : Togarashi- THE JAPANESE 7 SPICETogarashi translates to ' 7 flavours ' in Japanese.Usually the spices that are used for shichimi are : ◦ ingredient ) coarsely ground red chilli pepper ground sansho ( Japanese pepper ) roasted orange peel ( chenpi ) black sesame seedswhite sesame seedshemp seedsground gingeraonori ( seaweed ) poppy seeds.With this mix & red chilli sauce , hint of paprika , chilli powder.Make this one unique ! Even with all this spice , it wont bother u one bit. Gim me More ! Like many foods in Japan , curry worked its way into the Japanese culinary repertoire from abroad.It ’ s thicker and sweeter than most other curries of the world and has a depth of flavor that ’ s unique , thanks to an ample dose of caramelized onions.With greenpeas , carrots , and potatoes , it ’ s more like a hearty stew with loads of vegetable stock which is thickened with roux served with hot rice.Perfectly Spiced ! Accompanied with asparagus tempura , carrot tempura , sweet potato flavour.The flavours are light and delicate.The freshest , best-quality ingredients and letting their natural flavors take center stage2 ) : Classic Veg Bento BoxJapanese Style Lunch Box Consisting Of Stir Fried Mains IN Kappo maki , Sticky Rice , tofu , katsu , edamame",1
sushi & more,Cumballa Hill,quality,"Sticky rice is one of those great joys of Asian cuisine that people adore : glutinosa , also called sticky rice , very low amylose content , and is especially sticky when cooked.Tofu salad describe its taste as a combination of sweet and saltyKatsu sauce—a fruit-forward , savory-sweet barbecue sauce with undertones of dates.The marinated tofu is so flavourful with fried texture , where the outer coating is crispy and tofu is firm yet soft.Edamame : In the pod , the beans can be squeezed out of the pod directly into your mouth also they do a pod-free one.These healthy bento box will make sure that you never go hungry.A ton of delicious food.They are very sensitive towards your eating preferences & maintain separate kitchen equipments for Vegetarians and Non Vegetarian food ingredients.And also store processed and unprocessed food , separately.They also use one of the best quality Organic rice variety known as AKITAKOMACHINow arrives the question ? Should u visit ? Do u love sushi ? Believe u me , i am a huge-fan of sushi , i can tell from a very bad , standard , and a good one.This one in my head scores as the best that i have ever eaten.Do u love yourself ? Do u want a long life like the japanese do ? Hey ! Then dont let me stop u , from binging the only healthiest food in the worldHappy Eating !",1
sushi & more,Cumballa Hill,quality,It was delicious - Highly RecommendedThe packaging and the quality of the boxes was very nice.Now you wont have to go to a fancy asian restaurant for sushi and pay insane amounts for the same when Sushi and More gets you similar tasting Sushi is right at your door step .,1
sushi & more,Cumballa Hill,quality,"A large range for vegetarians , timely delivery and good quality adds to the list of favourites",1
sushi & more,Cumballa Hill,location,We are kind of Sushi fans and have been exploring non-5star locations in Mumbai for good Sushi.The place is tucked away in an alley opposite to Muchhad panwala,1
sushi & more,Cumballa Hill,rice,"Best U Cud Ever Get ! “ Sushi ” specifies a unique type of round-grained rice that is seasoned with salt , sugar and rice vinegar.Making sushi rice is such a special skill that traditional Japanese sushi chefs are trained in the process for two years before they move on to another ingredientpeople smothering their sushi rolls in a mixture of wasabi and soy sauce , which completely ruins the delicate flavors.If you must dunk your sushi roll into soy sauce , there is a proper way to do it : avoid the common mistake of dunking the rice , and make sure you only dip the top layer of sushi into the soy sauce.This delicate rice-based dish has a thousand-year-long tradition as one of Japan ’ s healthiest foods.Traditionally , sushi is always eaten with the handsAmbience : This is right inside foodhall in b1.Cheery , bright and the place is abuzz.Staff : Under the helm of r.m this place is in sync completelyChefs : They have a wonderful , down to earth , very humble team of chefs , who leave no stone unturned , to give guest satisfaction.Which is most primary and vital for that matter.Here they have 11choices in vegetarian & non-vegetarian sushi rolls.They have 3choices in vegetarian nigiri and5choices in non-vegetarian nigiriAccompaniments : Wasabi : Japanese horseradishGari : Japanese gingerWhat we had1 ) : Veg Calfornia Roll : Cucumber , Lettuce , Avocado : With nori seaweed , akitakmoachi rice which is the best rice in the world for sushi and rice vinegar.The crunchiness from thinly sliced vegetables with a hidden ingriedent wasabi spread sparingly on the nori.Shichimi is sprinkled on the rolls.The entire thing is-Paarty ! 2 ) : Asparagus Tempura Roll : The trickiest part of making sushi is the rice – which they got absolutely right.The asparagus tempura rolls are filled with Crispy asparagus which is all wrapped up in seasoned mayo rice Big-mouthful3 ) : Shitake Nigri Roll : Shitake Mushroom Mix , Cucumber , Spring Onion : With rice vinegar , soysauce , and the goodness of the mushroom has a rich , buttery , meaty flavor quite unlike the flavors of other mushroom varieties.When dried , the shiitake is flavors concentrate to a smoky richness & crunch from cool cucumber , its a sushi like no other ! 4 ) : Nigri : Nigiri is a traditional kind of sushi that might put knife skills to the test",1
sushi & more,Cumballa Hill,rice,"the nori needs to be wet in order to stick to itself and roll it over the woody mushroom.Add wasabi , ginger & ur good to be a mouthful ! In all their sushi is their main ingriedent akitakmoachi rice which shines.Mains1 ) : Katsu Curry Bowls : ( japanese veg curry , veggie tempura , japanese rice , scallion , togarashi , with marinated tofuJapanese Chilli Pepper : Togarashi- THE JAPANESE 7 SPICETogarashi translates to ' 7 flavours ' in Japanese.Usually the spices that are used for shichimi are : ◦ ingredient ) coarsely ground red chilli pepper ground sansho ( Japanese pepper ) roasted orange peel ( chenpi ) black sesame seedswhite sesame seedshemp seedsground gingeraonori ( seaweed ) poppy seeds.With this mix & red chilli sauce , hint of paprika , chilli powder.Make this one unique ! Even with all this spice , it wont bother u one bit. Gim me More ! Like many foods in Japan , curry worked its way into the Japanese culinary repertoire from abroad.It ’ s thicker and sweeter than most other curries of the world and has a depth of flavor that ’ s unique , thanks to an ample dose of caramelized onions.With greenpeas , carrots , and potatoes , it ’ s more like a hearty stew with loads of vegetable stock which is thickened with roux served with hot rice.Perfectly Spiced ! Accompanied with asparagus tempura , carrot tempura , sweet potato flavour.The flavours are light and delicate.The freshest , best-quality ingredients and letting their natural flavors take center stage2 ) : Classic Veg Bento BoxJapanese Style Lunch Box Consisting Of Stir Fried Mains IN Kappo maki , Sticky Rice , tofu , katsu , edamame",1
sushi & more,Cumballa Hill,rice,"Sticky rice is one of those great joys of Asian cuisine that people adore : glutinosa , also called sticky rice , very low amylose content , and is especially sticky when cooked.Tofu salad describe its taste as a combination of sweet and saltyKatsu sauce—a fruit-forward , savory-sweet barbecue sauce with undertones of dates.The marinated tofu is so flavourful with fried texture , where the outer coating is crispy and tofu is firm yet soft.Edamame : In the pod , the beans can be squeezed out of the pod directly into your mouth also they do a pod-free one.These healthy bento box will make sure that you never go hungry.A ton of delicious food.They are very sensitive towards your eating preferences & maintain separate kitchen equipments for Vegetarians and Non Vegetarian food ingredients.And also store processed and unprocessed food , separately.They also use one of the best quality Organic rice variety known as AKITAKOMACHINow arrives the question ? Should u visit ? Do u love sushi ? Believe u me , i am a huge-fan of sushi , i can tell from a very bad , standard , and a good one.This one in my head scores as the best that i have ever eaten.Do u love yourself ? Do u want a long life like the japanese do ? Hey ! Then dont let me stop u , from binging the only healthiest food in the worldHappy Eating !",1
sushi & more,Cumballa Hill,rice,"And they have are really very authentic .Must try would be1- Shikate Mushroom Nigiri- its classic form of sushi with the skitcy rice base with the mushroom on the top covering both sides with the perfect shape and size.2- Spicy Tuna sushi - a maki roll with seaweed , spiced tuna , cream cheese making it have a spicy flavour intense with the subtle mayo touch in the sushi roll.3- CLassic non-veg bento box - The traditional bento box has , wasabi , ginger , soy sauce , crab sushi roll with avocado , sweet chilli crispy chicken , sticky rice , and edamame .totally worth it box do try it .4- Prawns tempura - this is a traditional way of cooking prawns in a rice batter making it very crispy and crunchy .totally loved it and do visit their foodhall outlet in bandra and lower parel .",1
sushi & more,Cumballa Hill,rice,"The rice was cooked to perfection and tasted very nice , served with picked ginger , wasabi and soy sauce - Highly RecommendedRock Corn Tempura - The Classic batter fried corn fritters in a creamy sauce - Highly RecommendedBell Pepper Nigiri - Sticky rice hand formed ball of rice with a slice of sauteed bell pepper on the top tied with a seaweed served with picked ginger , wasabi and soy sauce.Veggie Bento - Was a complete meal in itself , it is a japanese style lunch box with Stir Fried Veggies in soy sauce butter sauce , Sticky Rice , Cucumber Roll , Salad and served with picked ginger , wasabi and soy sauce",1
sushi & more,Cumballa Hill,rice,The tomato nigiri looked beautiful but I would give it a pass for a simple reason that it is just rice and a chunk of raw tomato on top- does not add much flavour,-1
sushi & more,Cumballa Hill,rice,None of the fish tasted old and the rice has the perfect stickiness & consistency .,1
sushi & more,Cumballa Hill,rice,"The sushi was not fresh , the ginger was pale , the wasabi had lumped and the soy gave me a sore throat.The salmon smelt too earthy , almost ready to be put into the soil and turned to compost ! The cream cheese was runny.The rice had turned miserable and stuck to the other pieces as if fevicol had been used.The sea weed was miniscule and shrivelled.I have eaten here before and they made some good sushi but i was appaled by what i was delivered.It was cheap ! At least half the rate of other places",-1
sushi & more,Cumballa Hill,rice,the rice anyways was pretty poor.The staff is friendly and smart,1
sushi & more,Cumballa Hill,rice,"There is not as much choice as you would find in a Sushi restaurant anywhere else , but what they offer is SUPERB ! The price is slightly steep for two persons we pay around 1500 Rs for around 30 pieces of sushi",-1
sushi & more,Cumballa Hill,rice,"The Salmon roll is by far the best and for vegetarians the cucumber roll is very good ! The manager and cook are very friendly and even made Sushi rice for us ( our own rice , vinegar , etc ) so I could give a `` sushi workshop '' to my colleges at my place !",1
sushi & more,Cumballa Hill,sushi,"Best U Cud Ever Get ! “ Sushi ” specifies a unique type of round-grained rice that is seasoned with salt , sugar and rice vinegar.Making sushi rice is such a special skill that traditional Japanese sushi chefs are trained in the process for two years before they move on to another ingredientpeople smothering their sushi rolls in a mixture of wasabi and soy sauce , which completely ruins the delicate flavors.If you must dunk your sushi roll into soy sauce , there is a proper way to do it : avoid the common mistake of dunking the rice , and make sure you only dip the top layer of sushi into the soy sauce.This delicate rice-based dish has a thousand-year-long tradition as one of Japan ’ s healthiest foods.Traditionally , sushi is always eaten with the handsAmbience : This is right inside foodhall in b1.Cheery , bright and the place is abuzz.Staff : Under the helm of r.m this place is in sync completelyChefs : They have a wonderful , down to earth , very humble team of chefs , who leave no stone unturned , to give guest satisfaction.Which is most primary and vital for that matter.Here they have 11choices in vegetarian & non-vegetarian sushi rolls.They have 3choices in vegetarian nigiri and5choices in non-vegetarian nigiriAccompaniments : Wasabi : Japanese horseradishGari : Japanese gingerWhat we had1 ) : Veg Calfornia Roll : Cucumber , Lettuce , Avocado : With nori seaweed , akitakmoachi rice which is the best rice in the world for sushi and rice vinegar.The crunchiness from thinly sliced vegetables with a hidden ingriedent wasabi spread sparingly on the nori.Shichimi is sprinkled on the rolls.The entire thing is-Paarty ! 2 ) : Asparagus Tempura Roll : The trickiest part of making sushi is the rice – which they got absolutely right.The asparagus tempura rolls are filled with Crispy asparagus which is all wrapped up in seasoned mayo rice Big-mouthful3 ) : Shitake Nigri Roll : Shitake Mushroom Mix , Cucumber , Spring Onion : With rice vinegar , soysauce , and the goodness of the mushroom has a rich , buttery , meaty flavor quite unlike the flavors of other mushroom varieties.When dried , the shiitake is flavors concentrate to a smoky richness & crunch from cool cucumber , its a sushi like no other ! 4 ) : Nigri : Nigiri is a traditional kind of sushi that might put knife skills to the test",1
sushi & more,Cumballa Hill,sushi,"the nori needs to be wet in order to stick to itself and roll it over the woody mushroom.Add wasabi , ginger & ur good to be a mouthful ! In all their sushi is their main ingriedent akitakmoachi rice which shines.Mains1 ) : Katsu Curry Bowls : ( japanese veg curry , veggie tempura , japanese rice , scallion , togarashi , with marinated tofuJapanese Chilli Pepper : Togarashi- THE JAPANESE 7 SPICETogarashi translates to ' 7 flavours ' in Japanese.Usually the spices that are used for shichimi are : ◦ ingredient ) coarsely ground red chilli pepper ground sansho ( Japanese pepper ) roasted orange peel ( chenpi ) black sesame seedswhite sesame seedshemp seedsground gingeraonori ( seaweed ) poppy seeds.With this mix & red chilli sauce , hint of paprika , chilli powder.Make this one unique ! Even with all this spice , it wont bother u one bit. Gim me More ! Like many foods in Japan , curry worked its way into the Japanese culinary repertoire from abroad.It ’ s thicker and sweeter than most other curries of the world and has a depth of flavor that ’ s unique , thanks to an ample dose of caramelized onions.With greenpeas , carrots , and potatoes , it ’ s more like a hearty stew with loads of vegetable stock which is thickened with roux served with hot rice.Perfectly Spiced ! Accompanied with asparagus tempura , carrot tempura , sweet potato flavour.The flavours are light and delicate.The freshest , best-quality ingredients and letting their natural flavors take center stage2 ) : Classic Veg Bento BoxJapanese Style Lunch Box Consisting Of Stir Fried Mains IN Kappo maki , Sticky Rice , tofu , katsu , edamame",1
sushi & more,Cumballa Hill,sushi,"Sticky rice is one of those great joys of Asian cuisine that people adore : glutinosa , also called sticky rice , very low amylose content , and is especially sticky when cooked.Tofu salad describe its taste as a combination of sweet and saltyKatsu sauce—a fruit-forward , savory-sweet barbecue sauce with undertones of dates.The marinated tofu is so flavourful with fried texture , where the outer coating is crispy and tofu is firm yet soft.Edamame : In the pod , the beans can be squeezed out of the pod directly into your mouth also they do a pod-free one.These healthy bento box will make sure that you never go hungry.A ton of delicious food.They are very sensitive towards your eating preferences & maintain separate kitchen equipments for Vegetarians and Non Vegetarian food ingredients.And also store processed and unprocessed food , separately.They also use one of the best quality Organic rice variety known as AKITAKOMACHINow arrives the question ? Should u visit ? Do u love sushi ? Believe u me , i am a huge-fan of sushi , i can tell from a very bad , standard , and a good one.This one in my head scores as the best that i have ever eaten.Do u love yourself ? Do u want a long life like the japanese do ? Hey ! Then dont let me stop u , from binging the only healthiest food in the worldHappy Eating !",1
sushi & more,Cumballa Hill,sushi,"Well i was really craving for sushi and i heard about sushi and more and decided to try it out.To my surprise they have so much of variety in their Vegetarian sushis which makes it quiet unique to try out the sushis from here .Sushi is a more of a hardcore non-vegetarian dish which could be loved by non-vegetarians but it makes it difficult for the vegetarians to enjoy this beautiful dish .SUSHI AND MORE has come up with 6-7 different variety of authentic sushis , nigirs and tempura giving its whole you defination to vegetarians.They are probably the first restaurants to have a bento box and delivery it right at your door step with both veg and non-veg options .The service is quiet quick , sushis are very fresh",1
sushi & more,Cumballa Hill,sushi,"And they have are really very authentic .Must try would be1- Shikate Mushroom Nigiri- its classic form of sushi with the skitcy rice base with the mushroom on the top covering both sides with the perfect shape and size.2- Spicy Tuna sushi - a maki roll with seaweed , spiced tuna , cream cheese making it have a spicy flavour intense with the subtle mayo touch in the sushi roll.3- CLassic non-veg bento box - The traditional bento box has , wasabi , ginger , soy sauce , crab sushi roll with avocado , sweet chilli crispy chicken , sticky rice , and edamame .totally worth it box do try it .4- Prawns tempura - this is a traditional way of cooking prawns in a rice batter making it very crispy and crunchy .totally loved it and do visit their foodhall outlet in bandra and lower parel .",1
sushi & more,Cumballa Hill,sushi,It was delicious - Highly RecommendedThe packaging and the quality of the boxes was very nice.Now you wont have to go to a fancy asian restaurant for sushi and pay insane amounts for the same when Sushi and More gets you similar tasting Sushi is right at your door step .,1
sushi & more,Cumballa Hill,sushi,The wasabi they served with the sushi packs a punch so be careful,1
sushi & more,Cumballa Hill,sushi,The packing they serve the food looks good and keeps the sushi in place.Asparagus Tempura Roll – This sushi was the best of the lot,1
sushi & more,Cumballa Hill,sushi,I believe if the up the crunch in the asparagus the sushi will taste much better.Veg California Roll – The roll looked delicious with its different colors and tasted good too.ABC Roll – I didn ’ t like this one much as it was very dry and left a weird taste in the mouth.Shitake Tartare Roll – I liked this one too but thought that they should up the spice factor a bit as mentioned in the description of the dish in their menu.DRINKS & DESSERTS ( Rating 0/5 ) : Not ApplicablePRICING ( Rating 5/5 ) : Absolute pocket friendlyOVERALL ( Rating 4/5 ) : I am going to be ordering from her more often now that too without breaking the bank.Follow my trail on FB : rishisfoodchronicles | Twitter : rishi_savani | Zomato : rishi_savani | Tripadvisor : rishi_savani | Pinterest : rishi_savani # RishisFoodChronicles # FoodDiaries # Foodie # MumbaiFood # LoveFood # ZomatoIN # TripAdvisor # Review # FoodBlog # FoodPorn # OutAbout # FoodOverload # FoodismyDrug # Yummy # VegetarianFoodie # GhasPhus # FoodExplorer # MumbaiFoodie # HungryMumbaikar # MunchyMumbai # FoodiliciousMumbai # FoodholicMumbai # MFFoodTrail # SushiAndMore # Sushi # ILoveSushi # SushiOverload # SaturdayNight,1
sushi & more,Cumballa Hill,sushi,Good take away sushi,1
sushi & more,Cumballa Hill,sushi,"If you are looking for a quick and easy fix for the desperation of a sushi craving in Mumbai , Sushi & More is there for you",1
sushi & more,Cumballa Hill,sushi,"The sushi was not fresh , the ginger was pale , the wasabi had lumped and the soy gave me a sore throat.The salmon smelt too earthy , almost ready to be put into the soil and turned to compost ! The cream cheese was runny.The rice had turned miserable and stuck to the other pieces as if fevicol had been used.The sea weed was miniscule and shrivelled.I have eaten here before and they made some good sushi but i was appaled by what i was delivered.It was cheap ! At least half the rate of other places",-1
sushi & more,Cumballa Hill,sushi,A nice take away cum small joint for sushis,1
sushi & more,Cumballa Hill,sushi,I ordered takeaway sushi from `` Sushi & More '' - it was freshly made and delicious and excellent service .,1
sushi & more,Cumballa Hill,sushi,"There is not as much choice as you would find in a Sushi restaurant anywhere else , but what they offer is SUPERB ! The price is slightly steep for two persons we pay around 1500 Rs for around 30 pieces of sushi",-1
sushi & more,Cumballa Hill,sushi,"The Salmon roll is by far the best and for vegetarians the cucumber roll is very good ! The manager and cook are very friendly and even made Sushi rice for us ( our own rice , vinegar , etc ) so I could give a `` sushi workshop '' to my colleges at my place !",1
sushi & more,Cumballa Hill,price,"There is not as much choice as you would find in a Sushi restaurant anywhere else , but what they offer is SUPERB ! The price is slightly steep for two persons we pay around 1500 Rs for around 30 pieces of sushi",-1
sushi & more,Cumballa Hill,service,"Well i was really craving for sushi and i heard about sushi and more and decided to try it out.To my surprise they have so much of variety in their Vegetarian sushis which makes it quiet unique to try out the sushis from here .Sushi is a more of a hardcore non-vegetarian dish which could be loved by non-vegetarians but it makes it difficult for the vegetarians to enjoy this beautiful dish .SUSHI AND MORE has come up with 6-7 different variety of authentic sushis , nigirs and tempura giving its whole you defination to vegetarians.They are probably the first restaurants to have a bento box and delivery it right at your door step with both veg and non-veg options .The service is quiet quick , sushis are very fresh",1
sushi & more,Cumballa Hill,service,The service is also slow .,-1
sushi & more,Cumballa Hill,service,"Missed out on ordering a Katsu Curry / Rice Combo.The service was excellent , we ordered our take-away on the phone and it was ready in 30 mins.Will return for the Katsu Curry : )",1
sushi & more,Cumballa Hill,service,I ordered takeaway sushi from `` Sushi & More '' - it was freshly made and delicious and excellent service .,1
chcolateria san churro,Cumballa Hill,churros,"We ordered a total of 3 items - a platter of churros with milk and white chocolate dips , a strawberry mousse and a slice of their chocolate mousse bar.The churros were light , hot and crispy - just perfect ! The other two desserts did not do anything for me",1
chcolateria san churro,Cumballa Hill,churros,The chocolate dips were great but the churros ? definitely a no-no from us,-1
chcolateria san churro,Cumballa Hill,place,"Used to be quite a fun place to hang out , have a hot chocolate munch freshly fried Churros with chocolate sauce",1
chcolateria san churro,Cumballa Hill,place,"Great place for chocolate lovers ... loads of options , the Fondue being the best ! ! Recommended the dark chocolate dip even though the milk chocolate dip is amazing as well",1
chcolateria san churro,Cumballa Hill,place,"This place is Cozy , has a warm smile on everyone is faces with a big welcome",1
chcolateria san churro,Cumballa Hill,place,"This place is Cozy , has a warm smile on everyone is faces with a big welcome",1
chcolateria san churro,Cumballa Hill,place,Perfect place to just hang out with some friends or date or even family .,1
chcolateria san churro,Cumballa Hill,place,I have not found such a good place for chocolaty items anywhere else .,-1
chcolateria san churro,Cumballa Hill,place,"Have been to San churro , Bandra twice already with friends.. & still plan to go again..Time just flew on both the occasions : ) Awesome place to spend time & catch up with friends..watch a cricket/football match or read a book in solitude..the ambiance is so amazing that even with noise & people around you can still read a book at least i can .",1
chcolateria san churro,Cumballa Hill,food,Since we are all in a good mood that evening and not feeling up to argue with the wait staff on regards to the taste of the foods we just let things go.I need to add up here that it was kinda irritate my sisters when only a few things that are display in the menu are available,-1
chcolateria san churro,Cumballa Hill,chocolate,"Rich , decadent , not to sweet , but careful very hot , hot chocolate",-1
chcolateria san churro,Cumballa Hill,chocolate,"We ordered a total of 3 items - a platter of churros with milk and white chocolate dips , a strawberry mousse and a slice of their chocolate mousse bar.The churros were light , hot and crispy - just perfect ! The other two desserts did not do anything for me",1
chcolateria san churro,Cumballa Hill,chocolate,The strawberry mousse was pretty bland and didnt taste fresh and the chocolate mousse was just sweet ( it was missing that deep chocolate flavor ),1
chcolateria san churro,Cumballa Hill,chocolate,"Used to be quite a fun place to hang out , have a hot chocolate munch freshly fried Churros with chocolate sauce",1
chcolateria san churro,Cumballa Hill,chocolate,"amazing chocolates , cakes and pastries .",1
chcolateria san churro,Cumballa Hill,chocolate,"Great place for chocolate lovers ... loads of options , the Fondue being the best ! ! Recommended the dark chocolate dip even though the milk chocolate dip is amazing as well",1
chcolateria san churro,Cumballa Hill,chocolate,The chocolate dips were great but the churros ? definitely a no-no from us,-1
chcolateria san churro,Cumballa Hill,chocolate,"We believe that the waiters should inform us earlier if only certain items are available.Overall , for the ambiance and the chocolate dip , we give a thumb ups",1
chcolateria san churro,Cumballa Hill,chocolate,"The banana split , cookies and the chocolate mission sundae was finger-licking good",1
chcolateria san churro,Cumballa Hill,chocolate,Great variety of chocolate deserts & relatively good service,1
chcolateria san churro,Cumballa Hill,quality,"Pricing is a bit on the higher side but considering the location , the innovative product and quality and the ambience it surely commands the price",1
chcolateria san churro,Cumballa Hill,location,"Pricing is a bit on the higher side but considering the location , the innovative product and quality and the ambience it surely commands the price",1
chcolateria san churro,Cumballa Hill,price,It is over priced and poor service,-1
chcolateria san churro,Cumballa Hill,price,"Pricing is a bit on the higher side but considering the location , the innovative product and quality and the ambience it surely commands the price",1
chcolateria san churro,Cumballa Hill,ambience,"Pricing is a bit on the higher side but considering the location , the innovative product and quality and the ambience it surely commands the price",1
chcolateria san churro,Cumballa Hill,service,It is over priced and poor service,-1
chcolateria san churro,Cumballa Hill,service,Great variety of chocolate deserts & relatively good service,1
the 29,Cumballa Hill,cuisine,The vegetarian restaurant serving local made cuisine from various states as per order and choice of plenty of Moctails juices and fresh lassi made to order book in advance and sit far away from the kitchen as it is very noisy.Good foof as per order good service and plenty to choose from various states as per liking .,1
the 29,Cumballa Hill,cuisine,The idea of cuisine from all the states of India under one roof is interesting and the decor has your curiosity piqued,1
the 29,Cumballa Hill,cuisine,This is an excellent place for a very good variety of vegetarian cuisine,1
the 29,Cumballa Hill,cuisine,"First of all , a correction : the name of the restaurant is simply '29 ' and not 'The 29'.We had a thoroughly good dining experience at 29 , serving a variety of cuisines from the various corners of India",1
the 29,Cumballa Hill,cuisine,It is interesting to see how much Indian cuisine has in store for us,1
the 29,Cumballa Hill,value,Portions are generous and good value for money with exceptional service,1
the 29,Cumballa Hill,decor,The idea of cuisine from all the states of India under one roof is interesting and the decor has your curiosity piqued,1
the 29,Cumballa Hill,decor,"Located behind Crosswords at Kemp is Corner very approachable by cabs , MAY find car parking depending on the time of the day or night.At first glance- the interiors have neat clean lines , simple decor , brightly lit BUT ... very noisy",1
the 29,Cumballa Hill,decor,The restaurant is newly opened by a young person who also introduced himself and he has been to all the states of India as has been told by him.The atmosphere and the decor is fine here On must visit this restaurant with family and friends and you will not regret for it,1
the 29,Cumballa Hill,decor,"the place has an interesting decor , is spacious with a map of India welcoming the guests at the entrance",1
the 29,Cumballa Hill,menu,"Its a must visit place and even if you visit more than 5 times , you still will find something new and tasty on the menu for sure",1
the 29,Cumballa Hill,menu,The service is nice and the best thing is that they share the recipes of all the items in their menu,1
the 29,Cumballa Hill,menu,"every 24th of April & 24th of November the menu changes ! ! ! More new dishes from across the Indian sub-continent are introduced ! Moreover- they distribute xeroxed copies of recipes to any one interested specially on these two days & you can take away photocopied sheets of recipes from the restaurant after a meal there too ! ! ! How is that for a novelty ! ! ! ! ! Of course one will need to visit the restaurant several times to try everything on the menu ! ! We had Stuffed Tandoori Kumbh for starters , Mains- Hyderabadi Mirchi ka salan & Litti Chokha & Baingan Bharta followed by Mawa Jalebi with Kesar Rabdi & Shatoot ka Ras Shikanji as beverages ! ! ! Everything was excellent ! To keep in mind : mains portions are large so place your orders judiciously ! Restaurant is noisy ! Vegetarian food only with options for Jains & is wheelchair accessible !",1
the 29,Cumballa Hill,menu,"After all , it is not everyday that one experiences having such a variety of food and drinks from different corners of our country , all under one roof.Much has already been spoken of the half yearly change in menu , crowded weekends , enthusiastic and impressive owner , long waiting time during weekends and so much more",1
the 29,Cumballa Hill,menu,"By itself too , the parothas were really delicious , making us order a few more of them.The menu is quite extensive and one may actually be lost amongst the options offered",1
the 29,Cumballa Hill,menu,"The depth of the idea lured me but I was in for a rude shock.IThe food is special & they rotate the menu , introduce new dishes..",1
the 29,Cumballa Hill,place,"Its a must visit place and even if you visit more than 5 times , you still will find something new and tasty on the menu for sure",1
the 29,Cumballa Hill,place,This is an excellent place for a very good variety of vegetarian cuisine,1
the 29,Cumballa Hill,place,It is become one of my favorite restaurant.What better place for a foodie,1
the 29,Cumballa Hill,place,"every 24th of April & 24th of November the menu changes ! ! ! More new dishes from across the Indian sub-continent are introduced ! Moreover- they distribute xeroxed copies of recipes to any one interested specially on these two days & you can take away photocopied sheets of recipes from the restaurant after a meal there too ! ! ! How is that for a novelty ! ! ! ! ! Of course one will need to visit the restaurant several times to try everything on the menu ! ! We had Stuffed Tandoori Kumbh for starters , Mains- Hyderabadi Mirchi ka salan & Litti Chokha & Baingan Bharta followed by Mawa Jalebi with Kesar Rabdi & Shatoot ka Ras Shikanji as beverages ! ! ! Everything was excellent ! To keep in mind : mains portions are large so place your orders judiciously ! Restaurant is noisy ! Vegetarian food only with options for Jains & is wheelchair accessible !",1
the 29,Cumballa Hill,place,This place has some really good indian food concepts.The food is not oily like typical other indian places.The only drawback was that they only accept cash,1
the 29,Cumballa Hill,place,It is purely vegetarian restaurant.The place is neat and clean Here the management gives you a copy of the recipe of various food served here,1
the 29,Cumballa Hill,place,"the place has an interesting decor , is spacious with a map of India welcoming the guests at the entrance",1
the 29,Cumballa Hill,food,The staff is also well trained and suggest good food to you as per your liking,1
the 29,Cumballa Hill,food,Pathetic staff service.I am right now sitting with my family in this restaurant.I was walking since 15 mins behind a person from staff to give my zomato gold id.Delaying the process of taking orders and serving very late too.About food.1 ) Found plastic in food too.2 ) Burned kulchaRuined my evening,-1
the 29,Cumballa Hill,food,the speciality of this restaurant is that it serves authentic food from almost all the states and the experience was unique ! We thoroughly enjoyed the dinner with family .,1
the 29,Cumballa Hill,food,It is become one of my favorite restaurant.What better place for a foodie,1
the 29,Cumballa Hill,food,The food is superb,1
the 29,Cumballa Hill,food,"every 24th of April & 24th of November the menu changes ! ! ! More new dishes from across the Indian sub-continent are introduced ! Moreover- they distribute xeroxed copies of recipes to any one interested specially on these two days & you can take away photocopied sheets of recipes from the restaurant after a meal there too ! ! ! How is that for a novelty ! ! ! ! ! Of course one will need to visit the restaurant several times to try everything on the menu ! ! We had Stuffed Tandoori Kumbh for starters , Mains- Hyderabadi Mirchi ka salan & Litti Chokha & Baingan Bharta followed by Mawa Jalebi with Kesar Rabdi & Shatoot ka Ras Shikanji as beverages ! ! ! Everything was excellent ! To keep in mind : mains portions are large so place your orders judiciously ! Restaurant is noisy ! Vegetarian food only with options for Jains & is wheelchair accessible !",1
the 29,Cumballa Hill,food,"After all , it is not everyday that one experiences having such a variety of food and drinks from different corners of our country , all under one roof.Much has already been spoken of the half yearly change in menu , crowded weekends , enthusiastic and impressive owner , long waiting time during weekends and so much more",1
the 29,Cumballa Hill,food,"No wow factor here but all made very well.Pyaz ki Kachori - This Kachori brought in that wow factor , which was missing from all the great food that we had so far",1
